From	To
ENSG00000107937	A0ACI8RYS9
ENSG00000107937	A0ACI8S760
ENSG00000107937	A0ACI8TAY8
ENSG00000107937	A0ACI8TAZ2
ENSG00000107937	A0ACI8TAZ4
ENSG00000107937	A0ACI8TAZ5
ENSG00000107937	A0ACI8TAZ6
ENSG00000107937	A0ACI8TB49
ENSG00000107937	Q5T3R7
ENSG00000107949	Q9P287
ENSG00000107949	A0ACI8S545
ENSG00000107949	A0ACI8SBF5
ENSG00000107949	A0ACI8SYH2
ENSG00000107949	A0ACI8SYM9
ENSG00000107949	A0ACI8SYR2
ENSG00000107949	A0ACI8SYS9
ENSG00000107949	A0ACI8SYW1
ENSG00000107949	A0ACI8SYX7
ENSG00000107960	Q9H668
ENSG00000107960	A0A8V8TLL1
ENSG00000107960	A0A8V8TLN6
ENSG00000107960	A0A8V8TM23
ENSG00000107960	A0A8V8TM51
ENSG00000107960	A0A8V8TM56
ENSG00000107960	A0A8V8TN12
ENSG00000107960	A0A8V8TN42
ENSG00000107960	A0A8V8TNB0
ENSG00000107960	A0A8V8TNE0
ENSG00000107960	A0A8V8TNE6
ENSG00000108001	Q9H4W6
ENSG00000108001	A0ACI8QZQ1
ENSG00000108001	A0ACI8VBW4
ENSG00000108001	H0Y3W9
ENSG00000108010	O76003
ENSG00000108010	A0ACI8PSL4
ENSG00000108010	A0ACI8Q9T6
ENSG00000108010	A0ACI8QLA1
ENSG00000108010	A0ACI8QU88
ENSG00000108010	A0ACI8RMI5
ENSG00000108010	A0ACI8ST97
ENSG00000108010	A0ACI8STA1
ENSG00000108010	A0ACI8STB4
ENSG00000108010	A0ACI8STF6
ENSG00000108010	A0ACI8STG9
ENSG00000108010	A0ACI8STI2
ENSG00000108010	A0ACI8UH68
ENSG00000108010	A0ACI8UHJ9
ENSG00000108010	A0ACI8UJC2
ENSG00000108010	A0ACI8UJC4
ENSG00000108010	A0ACI8UJZ4
ENSG00000108010	A0ACI8UKC2
ENSG00000108010	A0ACI8UL95
ENSG00000108021	Q5VWN6
ENSG00000108021	A0A1D5RMU0
ENSG00000108021	A0A2R8YCL4
ENSG00000108021	A0A2R8YCW7
ENSG00000108021	A0A2R8YH03
ENSG00000108021	A0A8Q3SI29
ENSG00000108021	A0A8Q3SI30
ENSG00000108021	A0A8Q3SI42
ENSG00000108021	A0A8Q3SI68
ENSG00000108021	A0A8Q3SI84
ENSG00000108021	A0A8V8TMM4
ENSG00000108021	A0A8V8TMN1
ENSG00000108039	Q9NQW7
ENSG00000108039	A0ACI8QDH1
ENSG00000108039	A0ACI8QFF1
ENSG00000108039	A0ACI8QXP3
ENSG00000108039	A0ACI8S4T7
ENSG00000108039	A0ACI8S9E9
ENSG00000108039	A0ACI8TFF8
ENSG00000108039	A0ACI8TFM6
ENSG00000108039	A0ACI8TFQ3
ENSG00000108039	A0ACI8TFQ7
ENSG00000108039	A0ACI8U680
ENSG00000108039	A0ACI8U687
ENSG00000108039	A0ACI8U6C0
ENSG00000108039	A0ACI8U6J0
ENSG00000108039	A0ACI8U8C3
ENSG00000108039	A0ACI8U8V0
ENSG00000108039	A0ACI8U9A6
ENSG00000108039	A0ACI8U9E9
ENSG00000108039	Q5T6H2
ENSG00000108039	Q5T6H3
ENSG00000108039	Q5T6H7
ENSG00000108064	Q00059
ENSG00000108064	A0ACI8R6Y9
ENSG00000108064	A0ACI8TUS4
ENSG00000108064	A0ACI8TUY4
ENSG00000108064	H7BYN3
ENSG00000108091	Q16204
ENSG00000108091	A0ACI8QF22
ENSG00000108091	A0ACI8TXC0
ENSG00000108091	A0ACI8TXS2
ENSG00000108091	A0ACI8TY04
ENSG00000108094	Q13617
ENSG00000108094	A0A0A0MTN0
ENSG00000108094	A0A0D9SET6
ENSG00000108094	A0A8I5KP04
ENSG00000108094	A0A8I5KPX0
ENSG00000108094	A0A8I5KQQ5
ENSG00000108094	A0A8I5KR51
ENSG00000108094	A0A8I5KS98
ENSG00000108094	A0A8I5KSW7
ENSG00000108094	A0A8I5KTY2
ENSG00000108094	A0A8I5KTY5
ENSG00000108094	A0A8I5KU22
ENSG00000108094	A0A8I5KUA0
ENSG00000108094	A0A8I5KUA9
ENSG00000108094	A0A8I5KV54
ENSG00000108094	A0A8I5KVE2
ENSG00000108094	A0A8I5KVR3
ENSG00000108094	A0A8I5KWB8
ENSG00000108094	A0A8I5KXB2
ENSG00000108094	A0A8I5KY75
ENSG00000108094	A0A8I5KYA3
ENSG00000108094	A0A8I5KYM7
ENSG00000108094	A0A8I5KYP8
ENSG00000108094	A0A8I5KYZ8
ENSG00000108094	A0A8I5QJI3
ENSG00000108094	A0A8I5QKN3
ENSG00000108094	A0ACI8PCS3
ENSG00000108094	A0ACI8QS13
ENSG00000108094	A0ACI8VKB8
ENSG00000108094	A0ACI8VKF4
ENSG00000108094	A0ACI8VPD5
ENSG00000108094	Q5T2B5
ENSG00000108094	Q5T2B7
ENSG00000108107	P46779
ENSG00000108107	A0ACI8QBT4
ENSG00000108107	A0ACI8TH97
ENSG00000108107	A0ACI8THJ6
ENSG00000108107	A0ACI8THY8
ENSG00000108107	A0ACI8THZ1
ENSG00000108107	H0YKD8
ENSG00000108107	H0YLP6
ENSG00000108107	H0YMF4
ENSG00000108179	P30405
ENSG00000108179	A0ACI8S121
ENSG00000108179	A0ACI8UZS2
ENSG00000108179	A0ACI8V003
ENSG00000108179	H0Y548
ENSG00000108179	R4GN99
ENSG00000108187	P30039
ENSG00000108187	A0A0C4DFS0
ENSG00000108187	A0ACI8PYF2
ENSG00000108187	A0ACI8QEF8
ENSG00000108187	A0ACI8QYK2
ENSG00000108187	A0ACI8RCL2
ENSG00000108187	A0ACI8RHB5
ENSG00000108187	A0ACI8U3H9
ENSG00000108187	V9GY00
ENSG00000108244	Q9C075
ENSG00000108244	J3QR55
ENSG00000108244	J3QS67
ENSG00000108244	K7EPI0
ENSG00000108255	P05813
ENSG00000108255	J3QRT1
ENSG00000108256	Q7Z417
ENSG00000108256	A0ACI8TRV8
ENSG00000108256	A0ACI8TRZ3
ENSG00000108306	Q96IG2
ENSG00000108306	A0A2R8Y677
ENSG00000108306	A0ACI8R246
ENSG00000108306	A0ACI8RNM9
ENSG00000108306	A0ACI8RT27
ENSG00000108306	A0ACI8S4I3
ENSG00000108306	J3KTA1
ENSG00000108306	J3QKL3
ENSG00000108309	Q59EK9
ENSG00000108309	A0ACI8R2U8
ENSG00000108309	A0ACI8RGZ5
ENSG00000108309	A0ACI8RNZ3
ENSG00000108309	A0ACI8RTE6
ENSG00000108309	A0ACI8S4S0
ENSG00000108309	A0ACI8SGR2
ENSG00000108309	A0ACI8ULK0
ENSG00000108309	A0ACI8ULL1
ENSG00000108309	A0ACI8ULL8
ENSG00000108342	P09919
ENSG00000108342	A0ACI8UCI7
ENSG00000108342	F6V1T2
ENSG00000108342	J3KTH8
ENSG00000108342	J3QRD4
ENSG00000108342	J3QRX2
ENSG00000108344	O43242
ENSG00000108344	A0ACI8PPD9
ENSG00000108344	A0ACI8R1N2
ENSG00000108344	A0ACI8RX45
ENSG00000108344	A0ACI8S4D8
ENSG00000108344	A0ACI8SSX7
ENSG00000108344	A0ACI8SSY2
ENSG00000108344	A0ACI8ST02
ENSG00000108344	A0ACI8ST04
ENSG00000108344	A0ACI8ST85
ENSG00000108344	A0ACI8STF2
ENSG00000108344	F5H8K4
ENSG00000108344	H0YGV8
ENSG00000108349	O15234
ENSG00000108349	A0ABB0MVL8
ENSG00000108349	A0ACI8P7V3
ENSG00000108349	A0ACI8PBD9
ENSG00000108349	A0ACI8PMQ8
ENSG00000108349	A0ACI8PUE9
ENSG00000108349	A0ACI8R248
ENSG00000108349	A0ACI8RCR1
ENSG00000108349	A0ACI8TMM9
ENSG00000108349	A0ACI8TMN4
ENSG00000108349	A0ACI8VMB7
ENSG00000108349	A0ACI8VMC0
ENSG00000108349	J3KSY7
ENSG00000108349	J3QSC4
ENSG00000108349	K7EQ38
ENSG00000108381	P45381
ENSG00000108381	I3L0T3
ENSG00000108381	I3L4M0
ENSG00000108384	O43502
ENSG00000108384	A0A087WZ35
ENSG00000108384	A0A8V8TL64
ENSG00000108384	A0A8V8TML3
ENSG00000108384	A0A8V8TML8
ENSG00000108384	A0A8V8TMU8
ENSG00000108384	A0ACI8PSS3
ENSG00000108384	A0ACI8TKF8
ENSG00000108384	A0ACI8TKJ0
ENSG00000108384	A0ACI8UGI5
ENSG00000108384	E9PI66
ENSG00000108384	F6SK77
ENSG00000108384	H7C1R0
ENSG00000108384	H7C2Q5
ENSG00000108384	J3QKK3
ENSG00000108384	J3QLB5
ENSG00000108384	J3QLQ2
ENSG00000108384	J3QR58
ENSG00000108395	O94972
ENSG00000108395	A0ACI8Q5E1
ENSG00000108395	A0ACI8Q5G4
ENSG00000108395	A0ACI8Q5G7
ENSG00000108395	A0ACI8Q5H2
ENSG00000108395	A0ACI8Q788
ENSG00000108395	A0ACI8QA95
ENSG00000108395	A0ACI8QM40
ENSG00000108395	A0ACI8QWY4
ENSG00000108395	A0ACI8R616
ENSG00000108395	A0ACI8RB10
ENSG00000108395	A0ACI8RGF9
ENSG00000108395	A0ACI8RIN5
ENSG00000108395	A0ACI8RN07
ENSG00000108395	A0ACI8RUX6
ENSG00000108395	A0ACI8S0H8
ENSG00000108395	A0ACI8S6N4
ENSG00000108395	A0ACI8SA06
ENSG00000108395	A0ACI8SBP8
ENSG00000108395	A0ACI8TZF0
ENSG00000108395	A0ACI8TZF1
ENSG00000108395	A0ACI8TZF5
ENSG00000108395	A0ACI8TZG5
ENSG00000108395	A0ACI8TZG7
ENSG00000108395	A0ACI8TZI1
ENSG00000108395	A0ACI8TZI6
ENSG00000108395	A0ACI8TZI9
ENSG00000108395	A0ACI8TZY8
ENSG00000108395	A0ACI8U055
ENSG00000108395	A0ACI8U081
ENSG00000108395	A0ACI8U152
ENSG00000108395	A0ACI8U1T2
ENSG00000108395	A0ACI8U1Y7
ENSG00000108395	A0ACI8VDY1
ENSG00000108395	A0ACI8VE99
ENSG00000108395	A0ACI8VEC5
ENSG00000108395	A0ACI8VG57
ENSG00000108395	A0ACI8VG64
ENSG00000108395	A0ACI8VG74
ENSG00000108395	A0ACI8VG98
ENSG00000108395	A0ACI8VGB0
ENSG00000108395	A0ACI8VGB7
ENSG00000108395	J3KS72
ENSG00000108395	J3KT32
ENSG00000108395	J3KT90
ENSG00000108395	J3QRK3
ENSG00000108395	J3QSA0
ENSG00000108395	J3QSF6
ENSG00000108395	J3QSH5
ENSG00000108405	P51575
ENSG00000108405	A0ACI8PEE9
ENSG00000108405	A0ACI8PHJ2
ENSG00000108405	A0ACI8RBZ7
ENSG00000108405	A0ACI8VKS9
ENSG00000108405	A0ACI8VL47
ENSG00000108405	A0ACI8VL73
ENSG00000108405	I3L3H3
ENSG00000108406	Q8IX18
ENSG00000108406	A0ACI8RSG6
ENSG00000108406	A0ACI8TLI0
ENSG00000108406	A0ACI8TLP6
ENSG00000108406	A0ACI8TLT8
ENSG00000108406	A0ACI8V5D3
ENSG00000108406	A0ACI8V5D4
ENSG00000108406	A0ACI8V5D5
ENSG00000108406	A0ACI8V5F0
ENSG00000108406	A0ACI8V5Z1
ENSG00000108406	A0ACI8V8N0
ENSG00000108406	F5H625
ENSG00000108406	J3KS08
ENSG00000108406	J3KSW6
ENSG00000108406	J3KSX9
ENSG00000108406	J3KTK0
ENSG00000108417	O76014
ENSG00000108433	O14653
ENSG00000108433	A0A1W2PNV3
ENSG00000108433	A0A1W2PP28
ENSG00000108433	A0A1W2PPE0
ENSG00000108433	A0A1W2PPG1
ENSG00000108433	A0A1W2PPG5
ENSG00000108433	A0A1W2PPJ0
ENSG00000108433	A0A1W2PPP5
ENSG00000108433	A0A1W2PPW8
ENSG00000108433	A0A1W2PQ06
ENSG00000108433	A0A1W2PQ12
ENSG00000108433	A0A1W2PQ38
ENSG00000108433	A0A1W2PQ77
ENSG00000108433	A0A1W2PQE0
ENSG00000108433	A0A1W2PQM3
ENSG00000108433	A0A1W2PQP2
ENSG00000108433	A0A1W2PQQ4
ENSG00000108433	A0A1W2PQS3
ENSG00000108433	A0A1W2PR02
ENSG00000108433	A0A1W2PR23
ENSG00000108433	A0A1W2PRC2
ENSG00000108433	A0A1W2PRD0
ENSG00000108433	A0A1W2PRE6
ENSG00000108433	A0A1W2PRH7
ENSG00000108433	A0A1W2PRL0
ENSG00000108433	A0A1W2PRP7
ENSG00000108433	A0A1W2PRV0
ENSG00000108433	A0A1W2PS12
ENSG00000108433	A0A1W2PS81
ENSG00000108433	A0A1X7SBU8
ENSG00000108433	I3L0K1
ENSG00000108433	I3L1K7
ENSG00000108433	I3L4Z6
ENSG00000108433	I3NI02
ENSG00000108439	Q9NVS9
ENSG00000108439	A0A286YF16
ENSG00000108439	A0A286YF38
ENSG00000108439	A0A286YFA1
ENSG00000108439	A0A286YFL3
ENSG00000108439	A0ACI8V325
ENSG00000108439	A0ACI8V3I0
ENSG00000108439	J3QQV6
ENSG00000108439	J3QQZ9
ENSG00000108465	Q96JB5
ENSG00000108465	A0ACI8R2J0
ENSG00000108465	A0ACI8R873
ENSG00000108465	A0ACI8TL75
ENSG00000108465	J3KRI2
ENSG00000108465	J3KRK4
ENSG00000108465	J3KS63
ENSG00000108465	J3KSD0
ENSG00000108465	J3KTA5
ENSG00000108465	J3QL86
ENSG00000108465	J3QL95
ENSG00000108465	J3QQS7
ENSG00000108465	J3QQY1
ENSG00000108465	J3QRM1
ENSG00000108465	J3QRX0
ENSG00000108465	J3QS62
ENSG00000108468	P83916
ENSG00000108468	A0ACI8T4N3
ENSG00000108468	B5MD17
ENSG00000108468	C9JWS9
ENSG00000108468	J3KS05
ENSG00000108468	K7ELA4
ENSG00000108479	P51570
ENSG00000108479	A0ACI8PW40
ENSG00000108479	A0ACI8QDP4
ENSG00000108479	A0ACI8QQJ3
ENSG00000108479	A0ACI8QRA5
ENSG00000108479	A0ACI8QYF6
ENSG00000108479	A0ACI8RQN1
ENSG00000108479	A0ACI8TXM3
ENSG00000108479	A0ACI8TXP4
ENSG00000108479	A0ACI8UWS4
ENSG00000108479	A0ACI8UWU9
ENSG00000108479	K7EII7
ENSG00000108479	K7ERJ9
ENSG00000108479	K7ERN9
ENSG00000108506	Q9H0H0
ENSG00000108506	A0A2R8Y4Z6
ENSG00000108506	A0A2R8Y7F8
ENSG00000108506	A0ACI8PJ57
ENSG00000108506	A0ACI8SNE4
ENSG00000108506	A0ACI8SNE6
ENSG00000108506	A0ACI8SNG0
ENSG00000108506	A0ACI8SNJ3
ENSG00000108506	A0ACI8V833
ENSG00000108506	J3KRH0
ENSG00000108509	O94983
ENSG00000108509	A0ACI8QFB4
ENSG00000108509	A0ACI8QFC0
ENSG00000108509	A0ACI8QH57
ENSG00000108509	A0ACI8QIY8
ENSG00000108509	A0ACI8S5N4
ENSG00000108509	A0ACI8TU61
ENSG00000108509	A0ACI8U896
ENSG00000108509	A0ACI8UAF5
ENSG00000108509	I3L146
ENSG00000108509	I3L2A1
ENSG00000108509	I3L3V0
ENSG00000108509	I3L3W6
ENSG00000108511	P17509
ENSG00000108551	Q9Y272
ENSG00000108551	A0ACI8VAB6
ENSG00000108559	Q99567
ENSG00000108559	A0A8V8TPS0
ENSG00000108559	A0A8V8TPS5
ENSG00000108559	A0A8V8TPT0
ENSG00000108559	A0A8V8TPT4
ENSG00000108559	A0A8V8TQA5
ENSG00000108559	A0A8V8TQB1
ENSG00000108559	A0A8V8TQB7
ENSG00000108559	A0A8V8TQC2
ENSG00000108559	A0A8V8TQC3
ENSG00000108559	A0A8V8TQC7
ENSG00000108559	A0A8V8TQD1
ENSG00000108559	A0A8V8TQD5
ENSG00000108559	A0A8V8TQZ0
ENSG00000108559	A0A8V8TQZ4
ENSG00000108559	A0A8V8TQZ7
ENSG00000108559	A0A8V8TR00
ENSG00000108559	A0A8V8TRA1
ENSG00000108559	A0A8V8TRA5
ENSG00000108559	A0A8V8TRA7
ENSG00000108559	A0ACI8PU73
ENSG00000108559	A0ACI8Q5I4
ENSG00000108559	A0ACI8QIR4
ENSG00000108559	A0ACI8RIG8
ENSG00000108559	A0ACI8RVL9
ENSG00000108559	A0ACI8TL91
ENSG00000108559	A0ACI8TMC5
ENSG00000108559	A0ACI8UI11
ENSG00000108559	A0ACI8UI12
ENSG00000108559	A0ACI8UI23
ENSG00000108559	A0ACI8UIA6
ENSG00000108559	I3L245
ENSG00000108559	I3L2W3
ENSG00000108559	I3L4K7
ENSG00000108559	J3KMX1
ENSG00000108561	Q07021
ENSG00000108561	A0A0G2JLC0
ENSG00000108561	I3L3B0
ENSG00000108561	I3L3Q7
ENSG00000108578	Q13867
ENSG00000108578	A0ACI8TST0
ENSG00000108578	A0ACI8TST8
ENSG00000108578	A0ACI8TSU0
ENSG00000108578	A0ACI8TSW2
ENSG00000108578	A0ACI8TSX4
ENSG00000108578	A0ACI8TSX8
ENSG00000108578	A0ACI8TSZ6
ENSG00000108578	J3KS79
ENSG00000108578	J3KSD8
ENSG00000108578	K7EMJ3
ENSG00000108578	K7ENH5
ENSG00000108578	K7ES02
ENSG00000108578	K7ESE8
ENSG00000108590	Q9Y3C7
ENSG00000108590	I3L0P8
ENSG00000108590	I3L2J1
ENSG00000108591	P55039
ENSG00000108591	A0ACI8PGV4
ENSG00000108591	A0ACI8PJV8
ENSG00000108591	A0ACI8PRU3
ENSG00000108591	A0ACI8PXP3
ENSG00000108591	A0ACI8Q5B0
ENSG00000108591	A0ACI8R3M7
ENSG00000108591	A0ACI8RF48
ENSG00000108591	A0ACI8RJA1
ENSG00000108591	A0ACI8RPF1
ENSG00000108591	A0ACI8TAC5
ENSG00000108591	A0ACI8TAE0
ENSG00000108591	A0ACI8VHA9
ENSG00000108591	A0ACI8VHC8
ENSG00000108591	A8MZF9
ENSG00000108591	J3KRL5
ENSG00000108591	J3QKV7
ENSG00000108591	J3QKW7
ENSG00000108591	J3QL90
ENSG00000108591	J3QLF3
ENSG00000108591	J3QQI1
ENSG00000108591	J3QR71
ENSG00000108591	J3QRI9
ENSG00000108592	Q8IY81
ENSG00000108592	J3KRY4
ENSG00000108592	J3KS36
ENSG00000108592	J3KS74
ENSG00000108592	J3QKT6
ENSG00000108592	J3QR05
ENSG00000108592	J3QRS5
ENSG00000108592	J3QSE2
ENSG00000108602	P30838
ENSG00000108602	A0ACI8R1S2
ENSG00000108602	A0ACI8RNF3
ENSG00000108602	A0ACI8SGN2
ENSG00000108602	A8MYB8
ENSG00000108602	C9JKT2
ENSG00000108602	C9JMC5
ENSG00000108602	E9PNN6
ENSG00000108602	I3L1H6
ENSG00000108602	I3L3I9
ENSG00000108602	I3L3W9
ENSG00000108602	I3L4E5
ENSG00000108666	Q9HAS0
ENSG00000108666	A0ACI8TC81
ENSG00000108666	A0ACI8UK09
ENSG00000108666	J3KRR1
ENSG00000108666	J3KT97
ENSG00000108666	J3QKQ1
ENSG00000108666	J3QRW7
ENSG00000108666	K7EII1
ENSG00000108666	K7EIQ2
ENSG00000108666	K7ERX0
ENSG00000108669	Q15438
ENSG00000108669	A0ACI8S1T4
ENSG00000108669	A0ACI8U9W2
ENSG00000108669	K7EJN5
ENSG00000108669	K7EKA2
ENSG00000108669	K7EL72
ENSG00000108669	K7ENH6
ENSG00000108669	K7ENQ8
ENSG00000108669	K7ERV8
ENSG00000108671	O00231
ENSG00000108671	A0ACI8QQS1
ENSG00000108671	A0ACI8R870
ENSG00000108671	A0ACI8RFS9
ENSG00000108671	A0ACI8RLM8
ENSG00000108671	A0ACI8RZQ0
ENSG00000108671	A0ACI8SD74
ENSG00000108671	A0ACI8TAR9
ENSG00000108671	A0ACI8TAV3
ENSG00000108671	A0ACI8TAW2
ENSG00000108671	A0ACI8TAW7
ENSG00000108671	A0ACI8TAX3
ENSG00000108671	A0ACI8TAY5
ENSG00000108671	A0ACI8TBH8
ENSG00000108671	A0ACI8TBM5
ENSG00000108671	A0ACI8TC52
ENSG00000108671	A0ACI8TCA2
ENSG00000108671	A0ACI8VI43
ENSG00000108671	A0ACI8VJG4
ENSG00000108671	A0ACI8VJG7
ENSG00000108671	A0ACI8VJG9
ENSG00000108671	A0ACI8VJM8
ENSG00000108671	J3KSW3
ENSG00000108671	J3QRY4
ENSG00000108671	J3QS13
ENSG00000108688	P80098
ENSG00000108688	A8MVH1
ENSG00000108688	A8MX17
ENSG00000108691	P13500
ENSG00000108691	J3KRT7
ENSG00000108733	O00623
ENSG00000108733	A0A075B773
ENSG00000108733	K7ELY8
ENSG00000108759	Q14532
ENSG00000108774	P51148
ENSG00000108774	A0ACI8SK88
ENSG00000108774	F8VSF8
ENSG00000108774	F8VVK3
ENSG00000108774	F8VWU4
ENSG00000108774	K7ENY4
ENSG00000108786	P14061
ENSG00000108786	A0A0A0MQS7
ENSG00000108786	K7EJE0
ENSG00000108788	Q9UH92
ENSG00000108788	A0ACI8PWX7
ENSG00000108788	A0ACI8SN90
ENSG00000108788	A0ACI8SNA7
ENSG00000108788	A0ACI8SNB4
ENSG00000108788	A0ACI8SNJ2
ENSG00000108788	A0ACI8SNK5
ENSG00000108788	A0ACI8SNP0
ENSG00000108788	A0ACI8ULS6
ENSG00000108788	K7EID0
ENSG00000108798	Q9P2A4
ENSG00000108798	A0ACI8Q0S5
ENSG00000108798	A0ACI8QGW5
ENSG00000108798	A0ACI8QRM5
ENSG00000108798	A0ACI8R0Z4
ENSG00000108798	A0ACI8RCL0
ENSG00000108798	A0ACI8REI9
ENSG00000108798	A0ACI8RJ55
ENSG00000108798	A0ACI8S4I9
ENSG00000108798	I3L1X2
ENSG00000108798	I3L3W4
ENSG00000108799	Q92800
ENSG00000108799	A0A0A0MSY9
ENSG00000108799	A0ACI8R720
ENSG00000108799	A0ACI8RF40
ENSG00000108799	A0ACI8RZL1
ENSG00000108799	A0ACI8SAB4
ENSG00000108799	A0ACI8SHD4
ENSG00000108799	A0ACI8U1Z9
ENSG00000108799	A0ACI8U237
ENSG00000108799	A0ACI8VIZ2
ENSG00000108799	A0ACI8VJ51
ENSG00000108799	K7EIH5
ENSG00000108799	K7EJU6
ENSG00000108799	K7EK26
ENSG00000108799	K7EK66
ENSG00000108799	K7EM79
ENSG00000108799	K7ENP2
ENSG00000108799	K7EPC0
ENSG00000108799	K7ESB9
ENSG00000108821	P02452
ENSG00000108821	A0ACI8PE61
ENSG00000108821	A0ACI8PE74
ENSG00000108821	A0ACI8PE90
ENSG00000108821	A0ACI8PHD4
ENSG00000108821	A0ACI8PHH3
ENSG00000108821	A0ACI8PL02
ENSG00000108821	A0ACI8PUJ4
ENSG00000108821	A0ACI8Q0Q7
ENSG00000108821	A0ACI8Q264
ENSG00000108821	A0ACI8RBR6
ENSG00000108821	A0ACI8RLE0
ENSG00000108821	A0ACI8RSL6
ENSG00000108821	A0ACI8SZG0
ENSG00000108821	A0ACI8VEX4
ENSG00000108821	I3L3H7
ENSG00000108823	Q16586
ENSG00000108823	A0A804HKR7
ENSG00000108823	A0A804HKZ6
ENSG00000108823	A0ACI8QJV0
ENSG00000108823	A0ACI8RBB8
ENSG00000108823	A0ACI8RHP5
ENSG00000108823	A0ACI8RWX1
ENSG00000108823	A0ACI8SE01
ENSG00000108823	A0ACI8UP63
ENSG00000108823	A0ACI8UP67
ENSG00000108823	A0ACI8UPI6
ENSG00000108823	A0ACI8URM3
ENSG00000108823	A0ACI8URQ9
ENSG00000108823	A0ACI8US16
ENSG00000108823	A0ACI8USK2
ENSG00000108823	A0ACI8UTT8
ENSG00000108823	D6R9S3
ENSG00000108823	D6RAA4
ENSG00000108823	E9PCT8
ENSG00000108823	H0Y8T1
ENSG00000108823	H0YAB9
ENSG00000108825	Q9BTE6
ENSG00000108825	A0A7I2XXS4
ENSG00000108825	C9J5N1
ENSG00000108825	C9JUA3
ENSG00000108825	H7C054
ENSG00000108825	L7N2F6
ENSG00000108826	Q9P0M9
ENSG00000108826	A0ACI8TGJ2
ENSG00000108826	D6RAN8
ENSG00000108826	D6RE11
ENSG00000108826	F6XX82
ENSG00000108826	H7C5U8
ENSG00000108828	Q99536
ENSG00000108828	A0ACI8Q7M3
ENSG00000108828	A0ACI8RXY4
ENSG00000108828	A0ACI8SVD4
ENSG00000108828	A0ACI8SVE9
ENSG00000108828	A0ACI8UAE5
ENSG00000108828	A0ACI8UAV5
ENSG00000108828	K7EJM4
ENSG00000108828	K7EM19
ENSG00000108828	K7ENX2
ENSG00000108828	K7ER81
ENSG00000108828	K7ERT7
ENSG00000108828	K7ESA3
ENSG00000108829	Q96AG4
ENSG00000108829	A0ACI8QHH8
ENSG00000108829	A0ACI8R015
ENSG00000108829	A0ACI8RG38
ENSG00000108829	A0ACI8RVP7
ENSG00000108829	A0ACI8TF39
ENSG00000108829	A0ACI8TFI3
ENSG00000108829	I3L223
ENSG00000108829	I3L2E8
ENSG00000108840	Q9UQL6
ENSG00000108840	A0ACI8PHG3
ENSG00000108840	A0ACI8PHH4
ENSG00000108840	A0ACI8PHK9
ENSG00000108840	A0ACI8PI25
ENSG00000108840	A0ACI8PKI6
ENSG00000108840	A0ACI8PP17
ENSG00000108840	A0ACI8PSI9
ENSG00000108840	A0ACI8PWH7
ENSG00000108840	A0ACI8PYE7
ENSG00000108840	A0ACI8Q5Z3
ENSG00000108840	A0ACI8QE44
ENSG00000108840	A0ACI8QR22
ENSG00000108840	A0ACI8QRV8
ENSG00000108840	A0ACI8QYY3
ENSG00000108840	A0ACI8R4N6
ENSG00000108840	A0ACI8RFY5
ENSG00000108840	A0ACI8RJY5
ENSG00000108840	A0ACI8RQ26
ENSG00000108840	A0ACI8RQZ5
ENSG00000108840	A0ACI8RZD5
ENSG00000108840	A0ACI8TAL7
ENSG00000108840	A0ACI8TAM3
ENSG00000108840	A0ACI8TAM7
ENSG00000108840	A0ACI8TBL8
ENSG00000108840	A0ACI8TBM2
ENSG00000108840	A0ACI8TBX4
ENSG00000108840	A0ACI8TBY8
ENSG00000108840	A0ACI8TBZ2
ENSG00000108840	A0ACI8VGN9
ENSG00000108840	A0ACI8VGP4
ENSG00000108840	A0ACI8VGP8
ENSG00000108840	A0ACI8VGR0
ENSG00000108840	A0ACI8VGS1
ENSG00000108840	A0ACI8VLV4
ENSG00000108840	A0ACI8VMZ7
ENSG00000108840	A0ACI8VN50
ENSG00000108840	A0ACI8VN56
ENSG00000108840	A0ACI8VN70
ENSG00000108840	A0ACI8VNA4
ENSG00000108840	A0ACI8VNK0
ENSG00000108840	K7EJL4
ENSG00000108840	K7EJL6
ENSG00000108840	K7EJZ7
ENSG00000108840	K7ES01
ENSG00000108848	O95232
ENSG00000108848	C9JL41
ENSG00000108848	D6RDI2
ENSG00000108848	D6RHH0
ENSG00000108848	E7EN55
ENSG00000108848	H0YA81
ENSG00000108848	H0YAR4
ENSG00000108848	H0YAX1
ENSG00000108848	H0YAY6
ENSG00000108848	H0YBV7
ENSG00000108848	H7C5U7
ENSG00000108848	J3KPP4
ENSG00000108848	U3KQT3
ENSG00000108849	P01298
ENSG00000108849	A0A0U1RRD5
ENSG00000108849	K7EKP2
ENSG00000108849	K7EML0
ENSG00000108852	Q14168
ENSG00000108852	A0A087WVY2
ENSG00000108852	A0A087X0C7
ENSG00000108852	A0A0A0MRU0
ENSG00000108852	A0A0A0MTF9
ENSG00000108852	A0A0C4DH75
ENSG00000108852	A0ACI8VLC8
ENSG00000108852	A0ACI8VLK6
ENSG00000108852	D3DX48
ENSG00000108852	D3DX49
ENSG00000108852	E5RFN8
ENSG00000108852	E5RI32
ENSG00000108852	E5RI47
ENSG00000108852	E5RIM9
ENSG00000108852	E5RIU3
ENSG00000108852	E5RJK0
ENSG00000108852	E5RK44
ENSG00000108852	E5RK50
ENSG00000108854	Q9HAU4
