source_record_id	primary_id_a	primary_id_b	alt_ids_a	alt_ids_b	taxid_a	taxid_b	interaction_type_mi	detection_method_mi	publication_ids	interaction_type_raw	detection_method_raw	expansion_method	source_database	negative	decision	decision_reason
intact:EBI-1027593|rcsb pdb:1B6C	uniprotkb:P36897	uniprotkb:P62942	intact:EBI-1027557|uniprotkb:Q6IR47|uniprotkb:Q706C0|uniprotkb:Q706C1|ensembl:ENSP00000364133.4	intact:EBI-1027571|uniprotkb:P20071|uniprotkb:Q4VC47|uniprotkb:Q6FGD9|uniprotkb:Q6LEU3|uniprotkb:Q9H103|uniprotkb:Q9H566|uniprotkb:D3DVW6|ensembl:ENSP00000371138.3|ensembl:ENSP00000371143.4|ensembl:ENSP00000383003.4|ensembl:ENSP00000503033.1|ensembl:ENSP00000503152.1	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0114	pubmed:10025408	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0114""(x-ray crystallography)"	-	"psi-mi:""MI:0469""(IntAct)"	false	candidate	auto_direct_candidate
intact:EBI-26876479|imex:IM-28810-11	uniprotkb:Q92796	uniprotkb:Q13224	intact:EBI-80440|uniprotkb:Q9ULI8|uniprotkb:Q5JUW7|uniprotkb:D3DVU5|uniprotkb:B4E0H1|uniprotkb:Q5JUW6|ensembl:ENSP00000363480.3	intact:EBI-2256942|uniprotkb:Q12919|uniprotkb:Q13220|uniprotkb:Q13225|uniprotkb:Q14CU4|uniprotkb:Q9UM56|intact:EBI-28967100|ensembl:ENSP00000477455.1|ensembl:ENSP00000486677.3	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	pubmed:10026200|imex:IM-28810	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:0469""(IntAct)"	false	candidate	auto_direct_candidate
intact:EBI-297969|rcsb pdb:1b72	uniprotkb:P14653	uniprotkb:P40424	intact:EBI-301331|uniprotkb:Q4VB03|ensembl:ENSP00000355140.5	intact:EBI-301611|uniprotkb:Q5T488|uniprotkb:B4DSC1|uniprotkb:F5H4U9|ensembl:ENSP00000405890.2	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0114	pubmed:10052460	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0114""(x-ray crystallography)"	-	"psi-mi:""MI:0469""(IntAct)"	false	candidate	auto_direct_candidate
intact:EBI-20717283|wwpdb:1rrp|imex:IM-26762-1	uniprotkb:P62826	uniprotkb:P49792	intact:EBI-286642|uniprotkb:P17080|uniprotkb:P28746|uniprotkb:P28747|uniprotkb:Q6IPB2|uniprotkb:Q86V08|uniprotkb:Q8NI90|uniprotkb:Q9CZA2|uniprotkb:Q9CSP3|uniprotkb:Q9CWI7|ensembl:ENSP00000376176.2|ensembl:ENSP00000446215.1|uniprotkb:Q9UDJ5|uniprotkb:Q9UEU9|uniprotkb:A8K3Z8	intact:EBI-973138|intact:EBI-28970106|uniprotkb:Q13074|uniprotkb:Q15280|uniprotkb:Q53TE2|uniprotkb:Q59FH7|ensembl:ENSP00000283195.6	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0114	imex:IM-26762|pubmed:10078529	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0114""(x-ray crystallography)"	-	"psi-mi:""MI:0465""(DIP)"	false	candidate	auto_direct_candidate
intact:EBI-8795527|imex:IM-22152-8	uniprotkb:Q99523	uniprotkb:P06858	intact:EBI-1057058|uniprotkb:Q8IZ49|uniprotkb:C0JYZ0|uniprotkb:B4DWI3|ensembl:ENSP00000256637.6	intact:EBI-715909|uniprotkb:Q16282|uniprotkb:Q16283|uniprotkb:Q96FC4|uniprotkb:B2R5T9|ensembl:ENSP00000497642.1	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	pubmed:10085125|imex:IM-22152	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:1332""(bhf-ucl)"	false	candidate	auto_direct_candidate
intact:EBI-1027706|rcsb pdb:2FAP	uniprotkb:P42345	uniprotkb:P62942	intact:EBI-359260|uniprotkb:Q5TER1|uniprotkb:Q4LE76|uniprotkb:Q6LE87|uniprotkb:Q96QG3|uniprotkb:Q9Y4I3|ensembl:ENSP00000354558.4|ensembl:ENSP00000515200.2|intact:EBI-28989074	intact:EBI-1027571|uniprotkb:P20071|uniprotkb:Q4VC47|uniprotkb:Q6FGD9|uniprotkb:Q6LEU3|uniprotkb:Q9H103|uniprotkb:Q9H566|uniprotkb:D3DVW6|ensembl:ENSP00000371138.3|ensembl:ENSP00000371143.4|ensembl:ENSP00000383003.4|ensembl:ENSP00000503033.1|ensembl:ENSP00000503152.1	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0114	pubmed:10089303|mint:MINT-5211262	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0114""(x-ray crystallography)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-6965947|mint:MINT-24872	uniprotkb:Q16254	uniprotkb:Q14188	intact:EBI-448943|uniprotkb:A6NGR8|uniprotkb:Q12991|uniprotkb:Q15328|uniprotkb:B5BU56|ensembl:ENSP00000368686.3	intact:EBI-752268|uniprotkb:Q13331|uniprotkb:Q14187|uniprotkb:Q6R754|uniprotkb:Q8WU88|uniprotkb:F8WAI2|uniprotkb:Q9UG28|uniprotkb:D3DNG1|uniprotkb:B7Z8L5|uniprotkb:B7Z8C8|uniprotkb:E9PFC3|ensembl:ENSP00000420616.1	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0114	pubmed:10090723|mint:MINT-5211277	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0114""(x-ray crystallography)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-1027723|rcsb pdb:1IAR	uniprotkb:P05112	uniprotkb:P24394	intact:EBI-367025|uniprotkb:Q14630|uniprotkb:Q6NZ77|ensembl:ENSP00000231449.2	intact:EBI-367009|uniprotkb:Q96P01|uniprotkb:Q9H181|uniprotkb:Q9H182|uniprotkb:Q9H183|uniprotkb:Q9H184|uniprotkb:Q9H185|uniprotkb:Q9H186|uniprotkb:Q9H187|uniprotkb:Q9H188|uniprotkb:B4E076|uniprotkb:B9EKU8|uniprotkb:H3BSY5|ensembl:ENSP00000379111.2|ensembl:ENSP00000441667.2	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0114	pubmed:10219247|mint:MINT-5211389	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0114""(x-ray crystallography)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-15488660|imex:IM-24300-1|dip:DIP-11048E	uniprotkb:Q14974-1	uniprotkb:P52292	intact:EBI-15488647|ensembl:ENSP00000290158.3|ensembl:ENSP00000464042.2	intact:EBI-349938|uniprotkb:Q9BRU5|intact:EBI-28977049|uniprotkb:B9EJD6|ensembl:ENSP00000332455.3|ensembl:ENSP00000438483.2|ensembl:ENSP00000462331.2|ensembl:ENSP00000463602.2|ensembl:ENSP00000504655.1|ensembl:ENSP00000504685.1|uniprotkb:Q53YE3|intact:EBI-9377406|uniprotkb:Q6NVW7	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0114	pubmed:10353244|doi:10.1038/20367|imex:IM-24300	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0114""(x-ray crystallography)"	-	"psi-mi:""MI:0465""(DIP)"	false	candidate	auto_direct_candidate
intact:EBI-1027757|rcsb pdb:1QBK	uniprotkb:P62826	uniprotkb:Q92973	intact:EBI-286642|uniprotkb:P17080|uniprotkb:P28746|uniprotkb:P28747|uniprotkb:Q6IPB2|uniprotkb:Q86V08|uniprotkb:Q8NI90|uniprotkb:Q9CZA2|uniprotkb:Q9CSP3|uniprotkb:Q9CWI7|ensembl:ENSP00000376176.2|ensembl:ENSP00000446215.1|uniprotkb:Q9UDJ5|uniprotkb:Q9UEU9|uniprotkb:A8K3Z8	intact:EBI-286693|intact:EBI-1760498|uniprotkb:Q92957|uniprotkb:Q92975|ensembl:ENSP00000336712.5|intact:EBI-1965561|uniprotkb:B4DVC6|intact:EBI-21356909	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0114	pubmed:10353245|mint:MINT-5211514	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0114""(x-ray crystallography)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-26363517|pdbe:1QG1|imex:IM-28507-1	uniprotkb:P62993	uniprotkb:P29353	intact:EBI-401755|uniprotkb:P29354|uniprotkb:Q14450|uniprotkb:Q63057|uniprotkb:Q63059|ensembl:ENSP00000339007.4|ensembl:ENSP00000376345.1|ensembl:ENSP00000376347.1|ensembl:ENSP00000496913.1	intact:EBI-78835|uniprotkb:O15290|uniprotkb:Q5T180|uniprotkb:Q5T183|uniprotkb:Q5T184|uniprotkb:Q5T185|uniprotkb:Q5T186|uniprotkb:Q8N4K5|uniprotkb:Q96CL1|uniprotkb:B5BU19|ensembl:ENSP00000357430.5|uniprotkb:D3DV78	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0077	imex:IM-28507|pubmed:10356320	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0077""(nuclear magnetic resonance)"	-	"psi-mi:""MI:0469""(IntAct)"	false	candidate	auto_direct_candidate
intact:EBI-15488694|imex:IM-24301-1|dip:DIP-60866E	uniprotkb:P60953-2	uniprotkb:P42768	intact:EBI-287394|uniprotkb:P21181-4|ensembl:ENSP00000341072.3|ensembl:ENSP00000383118.1|ensembl:ENSP00000398327.2|ensembl:ENSP00000499457.1|ensembl:ENSP00000499612.1|ensembl:ENSP00000512176.1|ensembl:ENSP00000512177.1|ensembl:ENSP00000512178.1|ensembl:ENSP00000512179.1|ensembl:ENSP00000512180.1|ensembl:ENSP00000512182.1	intact:EBI-346375|uniprotkb:Q9BU11|uniprotkb:Q9UNJ9|ensembl:ENSP00000365891.4|ensembl:ENSP00000513844.1	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0077	pubmed:10360578|doi:10.1038/20726|imex:IM-24301	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0077""(nuclear magnetic resonance)"	-	"psi-mi:""MI:0465""(DIP)"	false	candidate	auto_direct_candidate
intact:EBI-603486|rcsb pdb:1cf4	uniprotkb:P60953-2	uniprotkb:Q07912	intact:EBI-287394|uniprotkb:P21181-4|ensembl:ENSP00000341072.3|ensembl:ENSP00000383118.1|ensembl:ENSP00000398327.2|ensembl:ENSP00000499457.1|ensembl:ENSP00000499612.1|ensembl:ENSP00000512176.1|ensembl:ENSP00000512177.1|ensembl:ENSP00000512178.1|ensembl:ENSP00000512179.1|ensembl:ENSP00000512180.1|ensembl:ENSP00000512182.1	intact:EBI-603457|intact:EBI-1384159|uniprotkb:Q6ZMQ0|uniprotkb:Q8N6U7|uniprotkb:Q96H59|ensembl:ENSP00000329425.6	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0077	pubmed:10360579	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0077""(nuclear magnetic resonance)"	-	"psi-mi:""MI:0469""(IntAct)"	false	candidate	auto_direct_candidate
intact:EBI-15488851|imex:IM-24302-1|dip:DIP-44969E	uniprotkb:O14727	uniprotkb:P55211	intact:EBI-446492|uniprotkb:B2RMX8|uniprotkb:O43297|uniprotkb:Q7Z438|uniprotkb:Q9BXZ6|uniprotkb:Q9UBZ5|uniprotkb:Q9UGN8|uniprotkb:Q9UGN9|uniprotkb:Q9UGP0|uniprotkb:Q9UJ58|uniprotkb:Q9UJ59|uniprotkb:Q9UJ60|uniprotkb:Q9UJ61|uniprotkb:Q9UJ62|uniprotkb:Q9UJ63|uniprotkb:Q9UJ64|uniprotkb:Q9UJ65|uniprotkb:Q9UJ66|uniprotkb:Q9UJ67|uniprotkb:Q9UNC9|ensembl:ENSP00000448165.2|ensembl:ENSP00000520503.1	intact:EBI-516799|uniprotkb:O95348|uniprotkb:Q92852|uniprotkb:Q9BQ62|uniprotkb:Q9UEQ3|uniprotkb:Q9UIJ8|uniprotkb:Q53Y70|uniprotkb:Q5JRU9|uniprotkb:Q5UGI1|uniprotkb:B4E1A3|ensembl:ENSP00000330237.5	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0114	pubmed:10376594|doi:10.1038/21124|imex:IM-24302	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0114""(x-ray crystallography)"	-	"psi-mi:""MI:0465""(DIP)"	false	candidate	auto_direct_candidate
intact:EBI-1027836|rcsb pdb:1QI8	uniprotkb:P69905	uniprotkb:P68871	intact:EBI-714680|ensembl:ENSP00000251595.6|ensembl:ENSP00000322421.5|uniprotkb:P01922|uniprotkb:Q3MIF5|uniprotkb:Q96KF1|uniprotkb:Q9NYR7|uniprotkb:Q1HDT5|uniprotkb:Q53F97|uniprotkb:Q9UCM0	intact:EBI-715554|uniprotkb:P02023|uniprotkb:Q13852|uniprotkb:Q14481|uniprotkb:Q14510|uniprotkb:Q45KT0|uniprotkb:Q6FI08|uniprotkb:Q8IZI1|uniprotkb:Q9BX96|uniprotkb:Q9UCP8|uniprotkb:Q9UCP9|uniprotkb:A4GX73|uniprotkb:B2ZUE0|uniprotkb:Q549N7|uniprotkb:Q6R7N2|uniprotkb:Q9UCD6|ensembl:ENSP00000333994.3|ensembl:ENSP00000494175.1	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0114	pubmed:10390349	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0114""(x-ray crystallography)"	-	"psi-mi:""MI:0469""(IntAct)"	false	candidate	auto_direct_candidate
intact:EBI-7056181|mint:MINT-15125	uniprotkb:O95400	uniprotkb:P06729	intact:EBI-768015|uniprotkb:Q9ULP2|uniprotkb:B2RDX2|ensembl:ENSP00000304903.3|ensembl:ENSP00000456935.1	intact:EBI-3912464|uniprotkb:Q96TE5|ensembl:ENSP00000358490.3	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0077	pubmed:10404223|mint:MINT-5211672	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0077""(nuclear magnetic resonance)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-17173179|imex:IM-26382-1	uniprotkb:P41159	uniprotkb:O43699	intact:EBI-12994693|uniprotkb:O15158|uniprotkb:Q56A88|ensembl:ENSP00000312652.4	intact:EBI-2814604|uniprotkb:B2RTS8|uniprotkb:A8MV71|uniprotkb:O43700|uniprotkb:O15388|uniprotkb:C9JBE5|uniprotkb:F8WA78|ensembl:ENSP00000401502.2	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	imex:IM-26382|pubmed:10428856	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:0469""(IntAct)"	false	candidate	auto_direct_candidate
intact:EBI-17173206|imex:IM-26382-3	uniprotkb:P41159	uniprotkb:O15389	intact:EBI-12994693|uniprotkb:O15158|uniprotkb:Q56A88|ensembl:ENSP00000312652.4	intact:EBI-750381|ensembl:ENSP00000507738.1	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	imex:IM-26382|pubmed:10428856	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:0469""(IntAct)"	false	candidate	auto_direct_candidate
intact:EBI-17173226|imex:IM-26382-5	uniprotkb:P41159	uniprotkb:P20138-1	intact:EBI-12994693|uniprotkb:O15158|uniprotkb:Q56A88|ensembl:ENSP00000312652.4	intact:EBI-15186203|ensembl:ENSP00000262262.3	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	imex:IM-26382|pubmed:10428856	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:0469""(IntAct)"	false	candidate	auto_direct_candidate
intact:EBI-7065745|mint:MINT-24804	uniprotkb:P61769	uniprotkb:P10321	intact:EBI-714718|uniprotkb:P01884|uniprotkb:Q9UDF4|uniprotkb:Q540F8|uniprotkb:Q6IAT8|uniprotkb:Q9UCK0|uniprotkb:Q9UD48|ensembl:ENSP00000453191.1|ensembl:ENSP00000453350.1|ensembl:ENSP00000481426.1|ensembl:ENSP00000488321.1|ensembl:ENSP00000488548.1|ensembl:ENSP00000497910.1	intact:EBI-1051396|uniprotkb:O78067|uniprotkb:O78072|uniprotkb:O78090|uniprotkb:O78149|uniprotkb:Q29921|uniprotkb:Q9UM42|intact:EBI-13916949|uniprotkb:O02863|intact:EBI-6163576|intact:EBI-4400689|intact:EBI-6163558|uniprotkb:O02864|uniprotkb:O02865|uniprotkb:O02866|uniprotkb:O02958|uniprotkb:O19505|uniprotkb:O19652|uniprotkb:O19676|uniprotkb:O62879|uniprotkb:O62882|uniprotkb:O62883|uniprotkb:O62888|uniprotkb:O78060|uniprotkb:O78061|uniprotkb:O78062|uniprotkb:O78063|uniprotkb:O78068|uniprotkb:O78069|uniprotkb:O78083|uniprotkb:O78091|uniprotkb:O78165|uniprotkb:O78166|uniprotkb:O78178|uniprotkb:O78202|uniprotkb:O78203|uniprotkb:O78211|uniprotkb:O78214|uniprotkb:P04222|uniprotkb:P30499|uniprotkb:P30500|uniprotkb:P30501|uniprotkb:P30502|uniprotkb:P30503|uniprotkb:P30504|uniprotkb:P30505|uniprotkb:P30506|uniprotkb:P30507|uniprotkb:P30508|uniprotkb:P30509|uniprotkb:P30510|uniprotkb:P79498|uniprotkb:Q07000|uniprotkb:Q29631|uniprotkb:Q29641|uniprotkb:Q29643|uniprotkb:Q29652|uniprotkb:Q29743|uniprotkb:Q29768|uniprotkb:Q29862|uniprotkb:Q29864|uniprotkb:Q29865|uniprotkb:Q29867|uniprotkb:Q29959|uniprotkb:Q29960|uniprotkb:Q29963|uniprotkb:Q29986|uniprotkb:Q29989|uniprotkb:Q9MY74|uniprotkb:Q9MYI3|uniprotkb:Q9TNN7|uniprotkb:Q9TNZ8|uniprotkb:Q9TPS4|uniprotkb:Q9TPV8|uniprotkb:Q9TPX2|uniprotkb:Q9TQB4|uniprotkb:Q9TQJ5|uniprotkb:Q9TQP9|uniprotkb:Q9UM32|uniprotkb:Q9UM33|uniprotkb:Q9UQS9|uniprotkb:Q29990|uniprotkb:Q29991|uniprotkb:Q29992|uniprotkb:Q29993|uniprotkb:Q30192|uniprotkb:Q31605|uniprotkb:Q31627|uniprotkb:Q9GJ33|uniprotkb:Q9MY30|uniprotkb:Q860R1|uniprotkb:Q860R2|uniprotkb:Q95463|uniprotkb:Q95603|uniprotkb:Q95604|uniprotkb:Q99528|uniprotkb:Q9BD28|uniprotkb:Q9GIK4|uniprotkb:Q9GIK8|intact:EBI-9978491|intact:EBI-3905378|intact:EBI-6163573|intact:EBI-1058803|intact:EBI-13917304|uniprotkb:Q9MY31|uniprotkb:Q9MY35|uniprotkb:Q9MY49|ensembl:ENSP00000365402.5	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0114	pubmed:10429675|mint:MINT-5211709	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0114""(x-ray crystallography)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-1028047|rcsb pdb:1QUQ	uniprotkb:P35244	uniprotkb:P15927	intact:EBI-621428|uniprotkb:Q549U6|intact:EBI-1058317|ensembl:ENSP00000223129.4|ensembl:ENSP00000379914.2	intact:EBI-621404|uniprotkb:Q52II0|uniprotkb:Q5TEI9|uniprotkb:Q5TEJ5|ensembl:ENSP00000363021.3	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0114	pubmed:10449415	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0114""(x-ray crystallography)"	-	"psi-mi:""MI:0469""(IntAct)"	false	candidate	auto_direct_candidate
intact:EBI-1028216|rcsb pdb:1CC0	uniprotkb:P52565	uniprotkb:P61586	intact:EBI-712693|intact:EBI-718039|intact:EBI-2840752|uniprotkb:A8MXW0|uniprotkb:B4DDD3|uniprotkb:B4DUV9|uniprotkb:B2R5X1|uniprotkb:Q6IBM5|ensembl:ENSP00000269321.7|ensembl:ENSP00000441348.2|ensembl:ENSP00000464205.1	intact:EBI-446668|uniprotkb:P06749|uniprotkb:Q5U024|uniprotkb:Q9UEJ4|uniprotkb:Q53HM4|uniprotkb:Q9UDJ0|ensembl:ENSP00000400175.1|ensembl:ENSP00000408402.3|ensembl:ENSP00000503282.1|ensembl:ENSP00000504180.1	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0114	pubmed:10489445	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0114""(x-ray crystallography)"	-	"psi-mi:""MI:0469""(IntAct)"	false	candidate	auto_direct_candidate
intact:EBI-15489183|imex:IM-24298-1|dip:DIP-9789E	uniprotkb:P01138	uniprotkb:P04629	intact:EBI-1028250|uniprotkb:Q6FHA0|uniprotkb:Q96P60|uniprotkb:Q9P2Q8|uniprotkb:Q9UKL8|uniprotkb:A1A4E5|ensembl:ENSP00000358525.2|ensembl:ENSP00000502380.1|ensembl:ENSP00000502831.1|ensembl:ENSP00000505558.1|ensembl:ENSP00000505694.1|ensembl:ENSP00000506492.1|ensembl:ENSP00000506569.1	intact:EBI-1028226|uniprotkb:P08119|uniprotkb:Q15655|uniprotkb:Q15656|uniprotkb:Q5D056|uniprotkb:Q5VZS2|uniprotkb:Q7Z5C3|uniprotkb:Q9UIU7|uniprotkb:B2R6T5|uniprotkb:B7ZM34|ensembl:ENSP00000431418.1	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0114	pubmed:10490030|doi:10.1038/43705|imex:IM-24298	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0114""(x-ray crystallography)"	-	"psi-mi:""MI:0465""(DIP)"	false	candidate	auto_direct_candidate
intact:EBI-1028412|rcsb pdb:1CVS	uniprotkb:P09038	uniprotkb:P11362	intact:EBI-977447|uniprotkb:A4LBB8|uniprotkb:O00527|uniprotkb:P78443|uniprotkb:Q16443|uniprotkb:Q5PY50|uniprotkb:Q7KZ11|uniprotkb:Q7KZ72|uniprotkb:Q9UC54|uniprotkb:Q9UCS5|uniprotkb:Q9UCS6|ensembl:ENSP00000264498.4	intact:EBI-1028277|uniprotkb:P17049|uniprotkb:Q02063|uniprotkb:Q02065|uniprotkb:Q14306|uniprotkb:Q14307|uniprotkb:Q8N685|uniprotkb:C1KBH8|uniprotkb:Q9UDF0|uniprotkb:Q9UDF1|uniprotkb:Q9UDF2|uniprotkb:Q59H40|uniprotkb:Q5BJG2|uniprotkb:A8K6T9|uniprotkb:A8K8V5|uniprotkb:Q53H63|uniprotkb:Q9UD50|intact:EBI-1058611|ensembl:ENSP00000400162.2	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0114	pubmed:10490103	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0114""(x-ray crystallography)"	-	"psi-mi:""MI:0469""(IntAct)"	false	candidate	auto_direct_candidate
intact:EBI-21136288|wwpdb:1QDU|imex:IM-26926-1	uniprotkb:Q14790-PRO_0000004629	uniprotkb:Q14790-PRO_0000004631	intact:EBI-4478080	intact:EBI-12736099	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0114	imex:IM-26926|pubmed:10508784	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0114""(x-ray crystallography)"	-	"psi-mi:""MI:0465""(DIP)"	false	candidate	auto_direct_candidate
intact:EBI-21136266|wwpdb:1QTN|imex:IM-26927-1	uniprotkb:Q14790-PRO_0000004629	uniprotkb:Q14790-PRO_0000004631	intact:EBI-4478080	intact:EBI-12736099	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0114	imex:IM-26927|pubmed:10508785	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0114""(x-ray crystallography)"	-	"psi-mi:""MI:0465""(DIP)"	false	candidate	auto_direct_candidate
intact:EBI-13942450|imex:IM-25708-8	uniprotkb:Q14974	uniprotkb:P52292	intact:EBI-286758|uniprotkb:Q14637|uniprotkb:Q96J27|ensembl:ENSP00000290158.3|ensembl:ENSP00000464042.2|uniprotkb:Q53XN2|uniprotkb:B7ZAV6|uniprotkb:D3DTT3|intact:EBI-28976864	intact:EBI-349938|uniprotkb:Q9BRU5|intact:EBI-28977049|uniprotkb:B9EJD6|ensembl:ENSP00000332455.3|ensembl:ENSP00000438483.2|ensembl:ENSP00000462331.2|ensembl:ENSP00000463602.2|ensembl:ENSP00000504655.1|ensembl:ENSP00000504685.1|uniprotkb:Q53YE3|intact:EBI-9377406|uniprotkb:Q6NVW7	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	imex:IM-25708|pubmed:10523667	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:0469""(IntAct)"	false	candidate	auto_direct_candidate
intact:EBI-13942457|imex:IM-25708-9	uniprotkb:Q14974	uniprotkb:O00629	intact:EBI-286758|uniprotkb:Q14637|uniprotkb:Q96J27|ensembl:ENSP00000290158.3|ensembl:ENSP00000464042.2|uniprotkb:Q53XN2|uniprotkb:B7ZAV6|uniprotkb:D3DTT3|intact:EBI-28976864	intact:EBI-396343|uniprotkb:O00190|intact:EBI-28976443|uniprotkb:A8K4S6|uniprotkb:D3DNM2|ensembl:ENSP00000334373.4	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	imex:IM-25708|pubmed:10523667	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:0469""(IntAct)"	false	candidate	auto_direct_candidate
