source_record_id	primary_id_a	primary_id_b	alt_ids_a	alt_ids_b	taxid_a	taxid_b	interaction_type_mi	detection_method_mi	publication_ids	interaction_type_raw	detection_method_raw	expansion_method	source_database	negative	decision	decision_reason
intact:EBI-15884060|imex:IM-17105-5|dip:DIP-145359E	uniprotkb:Q9HAU4	uniprotkb:O15105	intact:EBI-396727|uniprotkb:Q52LL1|uniprotkb:Q9H260|ensembl:ENSP00000262435.9	intact:EBI-3861591|uniprotkb:B7Z773|uniprotkb:O14740|uniprotkb:Q6DK23|uniprotkb:K7EQ10|ensembl:ENSP00000262158.2	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0077	pubmed:20937913|doi:10.1073/pnas.1003023107|imex:IM-17105	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0077""(nuclear magnetic resonance)"	-	"psi-mi:""MI:0465""(DIP)"	false	candidate	auto_direct_candidate
intact:EBI-15884091|imex:IM-17105-6|dip:DIP-188075E	uniprotkb:O15105	uniprotkb:Q9HCE7-1	intact:EBI-3861591|uniprotkb:B7Z773|uniprotkb:O14740|uniprotkb:Q6DK23|uniprotkb:K7EQ10|ensembl:ENSP00000262158.2	intact:EBI-15884081|ensembl:ENSP00000354621.1	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0077	pubmed:20937913|doi:10.1073/pnas.1003023107|imex:IM-17105	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0077""(nuclear magnetic resonance)"	-	"psi-mi:""MI:0465""(DIP)"	false	candidate	auto_direct_candidate
intact:EBI-15884038|imex:IM-17105-4|dip:DIP-145553E	uniprotkb:Q9HAU4	uniprotkb:Q15797	intact:EBI-396727|uniprotkb:Q52LL1|uniprotkb:Q9H260|ensembl:ENSP00000262435.9	intact:EBI-1567153|uniprotkb:Q16636|uniprotkb:D3DNZ9|uniprotkb:A8KAJ0|uniprotkb:Q9UFT8|ensembl:ENSP00000305769.4|ensembl:ENSP00000377652.2|ensembl:ENSP00000426568.1	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0077	pubmed:20937913|doi:10.1073/pnas.1003023107|imex:IM-17105	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0077""(nuclear magnetic resonance)"	-	"psi-mi:""MI:0465""(DIP)"	false	candidate	auto_direct_candidate
intact:EBI-8459741|mint:MINT-8087747|imex:IM-15343-10	uniprotkb:P14735	uniprotkb:P10147	intact:EBI-2556886|uniprotkb:Q5T5N2|uniprotkb:D3DR35|uniprotkb:B2R721|uniprotkb:B7ZAU2|ensembl:ENSP00000265986.6	intact:EBI-8459634|intact:MINT-103148|ensembl:ENSP00000477908.1|ensembl:ENSP00000480753.1|ensembl:ENSP00000483712.1	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0114	pubmed:20959807|imex:IM-15343|mint:MINT-8087523|doi:10.1038/emboj.2010.256	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0114""(x-ray crystallography)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-26585396|imex:IM-28668-1|wwpdb:3n96	uniprotkb:Q13324-1	uniprotkb:P55089	intact:EBI-26585317|ensembl:ENSP00000418722.1	intact:EBI-26585325|uniprotkb:Q6FG64|ensembl:ENSP00000296099.2	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0114	pubmed:20966082|imex:IM-28668	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0114""(x-ray crystallography)"	-	"psi-mi:""MI:0486""(UniProt)"	false	candidate	auto_direct_candidate
intact:EBI-26585456|wwpdb:3N95|imex:IM-28668-3	uniprotkb:Q13324-1	uniprotkb:Q96RP3	intact:EBI-26585317|ensembl:ENSP00000418722.1	intact:EBI-26585429|uniprotkb:Q9BUG0|ensembl:ENSP00000273610.3	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0114	pubmed:20966082|imex:IM-28668	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0114""(x-ray crystallography)"	-	"psi-mi:""MI:0486""(UniProt)"	false	candidate	auto_direct_candidate
intact:EBI-26585502|wwpdb:3n93|imex:IM-28668-5	uniprotkb:Q13324-1	uniprotkb:Q969E3	intact:EBI-26585317|ensembl:ENSP00000418722.1	intact:EBI-26585468|uniprotkb:Q496H2|uniprotkb:Q5SR91|ensembl:ENSP00000369798.3	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0114	pubmed:20966082|imex:IM-28668	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0114""(x-ray crystallography)"	-	"psi-mi:""MI:0486""(UniProt)"	false	candidate	auto_direct_candidate
intact:EBI-15889488|imex:IM-17122-1|dip:DIP-59140E	uniprotkb:Q13257	uniprotkb:Q12834	intact:EBI-78203|intact:EBI-28969404|uniprotkb:Q53F56|uniprotkb:Q548X9|uniprotkb:Q6IRW7|uniprotkb:Q8IZX3|ensembl:ENSP00000296509.5	intact:EBI-367462|uniprotkb:Q5JUY4|uniprotkb:Q9BW56|uniprotkb:Q9UQI9|uniprotkb:B2R6Z6|uniprotkb:D3DPJ1|ensembl:ENSP00000308450.5|ensembl:ENSP00000361540.1	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0077	pubmed:21041666|doi:10.1073/pnas.1009000107|imex:IM-17122	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0077""(nuclear magnetic resonance)"	-	"psi-mi:""MI:0465""(DIP)"	false	candidate	auto_direct_candidate
intact:EBI-15889556|imex:IM-17122-4|dip:DIP-59142E	uniprotkb:Q13257	uniprotkb:Q9Y6D9	intact:EBI-78203|intact:EBI-28969404|uniprotkb:Q53F56|uniprotkb:Q548X9|uniprotkb:Q6IRW7|uniprotkb:Q8IZX3|ensembl:ENSP00000296509.5	intact:EBI-742610|uniprotkb:B3KR41|uniprotkb:Q9UNH0|uniprotkb:Q13312|uniprotkb:Q75MI0|uniprotkb:Q86UM4|ensembl:ENSP00000265854.7|ensembl:ENSP00000382562.2|ensembl:ENSP00000385334.1	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0077	pubmed:21041666|doi:10.1073/pnas.1009000107|imex:IM-17122	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0077""(nuclear magnetic resonance)"	-	"psi-mi:""MI:0465""(DIP)"	false	candidate	auto_direct_candidate
intact:EBI-4399083|wwpdb:2XU7|imex:IM-17214-2	uniprotkb:Q09028	uniprotkb:Q8IX07	intact:EBI-620823|uniprotkb:B4DRH0|uniprotkb:P31149|uniprotkb:Q53H02|uniprotkb:Q96BV9|uniprotkb:D3DPQ3|uniprotkb:B2R6G9|ensembl:ENSP00000362592.4	intact:EBI-3942619|ensembl:ENSP00000326630.2	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0114	pubmed:21047798|imex:IM-17214	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0114""(x-ray crystallography)"	-	"psi-mi:""MI:0469""(IntAct)"	false	candidate	auto_direct_candidate
intact:EBI-4399315|imex:IM-17214-3	uniprotkb:Q09028	uniprotkb:Q8IX07	intact:EBI-620823|uniprotkb:B4DRH0|uniprotkb:P31149|uniprotkb:Q53H02|uniprotkb:Q96BV9|uniprotkb:D3DPQ3|uniprotkb:B2R6G9|ensembl:ENSP00000362592.4	intact:EBI-3942619|ensembl:ENSP00000326630.2	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	pubmed:21047798|imex:IM-17214	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:0469""(IntAct)"	false	candidate	auto_direct_candidate
intact:EBI-4412006|imex:IM-17214-4	uniprotkb:Q09028	uniprotkb:Q8IX07	intact:EBI-620823|uniprotkb:B4DRH0|uniprotkb:P31149|uniprotkb:Q53H02|uniprotkb:Q96BV9|uniprotkb:D3DPQ3|uniprotkb:B2R6G9|ensembl:ENSP00000362592.4	intact:EBI-3942619|ensembl:ENSP00000326630.2	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0065	pubmed:21047798|imex:IM-17214	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0065""(isothermal titration calorimetry)"	-	"psi-mi:""MI:0469""(IntAct)"	false	candidate	auto_direct_candidate
intact:EBI-8498471|mint:MINT-8040869|imex:IM-15668-6	uniprotkb:Q07954	uniprotkb:P11226	intact:EBI-1046087|uniprotkb:Q8IVG8|uniprotkb:Q2PP12|ensembl:ENSP00000243077.3|uniprotkb:Q86SW0	intact:EBI-5325353|uniprotkb:Q4VB12|uniprotkb:Q4VB13|uniprotkb:Q86SI4|uniprotkb:Q96KE4|uniprotkb:Q96TF7|uniprotkb:Q96TF8|uniprotkb:Q96TF9|uniprotkb:Q4VB14|uniprotkb:Q5SQS3|ensembl:ENSP00000363079.3|ensembl:ENSP00000502615.1|ensembl:ENSP00000502789.1	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	pubmed:21054788|imex:IM-15668|mint:MINT-8040658|doi:10.1111/j.1742-4658.2010.07901|mint:fj-10-0803.r1	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-8498454|mint:MINT-8040821|imex:IM-15668-5	uniprotkb:P11226	uniprotkb:Q07954	intact:EBI-5325353|uniprotkb:Q4VB12|uniprotkb:Q4VB13|uniprotkb:Q86SI4|uniprotkb:Q96KE4|uniprotkb:Q96TF7|uniprotkb:Q96TF8|uniprotkb:Q96TF9|uniprotkb:Q4VB14|uniprotkb:Q5SQS3|ensembl:ENSP00000363079.3|ensembl:ENSP00000502615.1|ensembl:ENSP00000502789.1	intact:EBI-1046087|uniprotkb:Q8IVG8|uniprotkb:Q2PP12|ensembl:ENSP00000243077.3|uniprotkb:Q86SW0	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	pubmed:21054788|imex:IM-15668|mint:MINT-8040658|doi:10.1111/j.1742-4658.2010.07901|mint:fj-10-0803.r1	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-8498484|mint:MINT-8040880|imex:IM-15668-7	uniprotkb:Q07954	uniprotkb:Q15485	intact:EBI-1046087|uniprotkb:Q8IVG8|uniprotkb:Q2PP12|ensembl:ENSP00000243077.3|uniprotkb:Q86SW0	intact:EBI-7468784|uniprotkb:A6NFG7|uniprotkb:Q9UC57|uniprotkb:Q6IS69|intact:MINT-5223224|uniprotkb:Q7M4P4|uniprotkb:A8K478|ensembl:ENSP00000291744.6	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	pubmed:21054788|imex:IM-15668|mint:MINT-8040658|doi:10.1111/j.1742-4658.2010.07901|mint:fj-10-0803.r1	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-8498497|mint:MINT-8040928|imex:IM-15668-8	uniprotkb:P11226	uniprotkb:Q07954	intact:EBI-5325353|uniprotkb:Q4VB12|uniprotkb:Q4VB13|uniprotkb:Q86SI4|uniprotkb:Q96KE4|uniprotkb:Q96TF7|uniprotkb:Q96TF8|uniprotkb:Q96TF9|uniprotkb:Q4VB14|uniprotkb:Q5SQS3|ensembl:ENSP00000363079.3|ensembl:ENSP00000502615.1|ensembl:ENSP00000502789.1	intact:EBI-1046087|uniprotkb:Q8IVG8|uniprotkb:Q2PP12|ensembl:ENSP00000243077.3|uniprotkb:Q86SW0	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	pubmed:21054788|imex:IM-15668|mint:MINT-8040658|doi:10.1111/j.1742-4658.2010.07901|mint:fj-10-0803.r1	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-8499240|mint:MINT-8044124	uniprotkb:Q96NZ8	uniprotkb:P12644	intact:EBI-2363713|uniprotkb:Q7LDW0|uniprotkb:Q8NBQ1|uniprotkb:Q96S20|ensembl:ENSP00000324763.2	intact:EBI-1998134|uniprotkb:Q9UM80|ensembl:ENSP00000245451.4|ensembl:ENSP00000394165.1|ensembl:ENSP00000453485.1|ensembl:ENSP00000454134.1	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	pubmed:21054789|mint:MINT-8044119|mint:fj-10-0875.r1|doi:10.1111/j.1742-4658.2010.07909	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-8499296|mint:MINT-8044148	uniprotkb:Q96NZ8	uniprotkb:P12643	intact:EBI-2363713|uniprotkb:Q7LDW0|uniprotkb:Q8NBQ1|uniprotkb:Q96S20|ensembl:ENSP00000324763.2	intact:EBI-1029262|ensembl:ENSP00000368104.3	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	pubmed:21054789|mint:MINT-8044119|mint:fj-10-0875.r1|doi:10.1111/j.1742-4658.2010.07909	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-8499272|mint:MINT-8044135	uniprotkb:P12644	uniprotkb:Q8TEU8	intact:EBI-1998134|uniprotkb:Q9UM80|ensembl:ENSP00000245451.4|ensembl:ENSP00000394165.1|ensembl:ENSP00000453485.1|ensembl:ENSP00000454134.1	intact:EBI-2363745|uniprotkb:Q6UXZ9|ensembl:ENSP00000311184.4	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	pubmed:21054789|mint:MINT-8044119|mint:fj-10-0875.r1|doi:10.1111/j.1742-4658.2010.07909	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-8499284|mint:MINT-8044138	uniprotkb:P01137	uniprotkb:Q96NZ8	intact:EBI-779636|uniprotkb:Q9UCG4|uniprotkb:A8K792|ensembl:ENSP00000221930.4	intact:EBI-2363713|uniprotkb:Q7LDW0|uniprotkb:Q8NBQ1|uniprotkb:Q96S20|ensembl:ENSP00000324763.2	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	pubmed:21054789|mint:MINT-8044119|mint:fj-10-0875.r1|doi:10.1111/j.1742-4658.2010.07909	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-8499337|mint:MINT-8044158	uniprotkb:P12645	uniprotkb:Q96NZ8	intact:EBI-8464990|intact:MINT-8044327|uniprotkb:Q4VAS5|intact:EBI-8499308|ensembl:ENSP00000282701.2	intact:EBI-2363713|uniprotkb:Q7LDW0|uniprotkb:Q8NBQ1|uniprotkb:Q96S20|ensembl:ENSP00000324763.2	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	pubmed:21054789|mint:MINT-8044119|mint:fj-10-0875.r1|doi:10.1111/j.1742-4658.2010.07909	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-8499349|mint:MINT-8044168	uniprotkb:P34820	uniprotkb:Q96NZ8	intact:EBI-1752660|uniprotkb:E7EMY8|uniprotkb:Q32NE5|uniprotkb:Q53ZM7|uniprotkb:Q9NUF0|ensembl:ENSP00000361915.3	intact:EBI-2363713|uniprotkb:Q7LDW0|uniprotkb:Q8NBQ1|uniprotkb:Q96S20|ensembl:ENSP00000324763.2	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	pubmed:21054789|mint:MINT-8044119|mint:fj-10-0875.r1|doi:10.1111/j.1742-4658.2010.07909	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-8499488|mint:MINT-8044230	uniprotkb:P12643	uniprotkb:P36894	intact:EBI-1029262|ensembl:ENSP00000368104.3	intact:EBI-1029237|uniprotkb:Q8NEN8|uniprotkb:A8K6U9|ensembl:ENSP00000361107.2|ensembl:ENSP00000483569.2|ensembl:ENSP00000489707.1|ensembl:ENSP00000490273.1|ensembl:ENSP00000492290.1|ensembl:ENSP00000518974.1|ensembl:ENSP00000518977.1	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	pubmed:21054789|mint:MINT-8044119|mint:fj-10-0875.r1|doi:10.1111/j.1742-4658.2010.07909	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-8499378|mint:MINT-8044205	uniprotkb:O95390	uniprotkb:Q13705	intact:EBI-2363776|uniprotkb:Q9UID1|uniprotkb:Q9UID2|ensembl:ENSP00000257868.5	intact:EBI-1383577|uniprotkb:Q4VAV0|ensembl:ENSP00000340361.3	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	pubmed:21054789|mint:MINT-8044119|mint:fj-10-0875.r1|doi:10.1111/j.1742-4658.2010.07909	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-8499520|mint:MINT-8044312	uniprotkb:P01137	uniprotkb:Q8TEU8	intact:EBI-779636|uniprotkb:Q9UCG4|uniprotkb:A8K792|ensembl:ENSP00000221930.4	intact:EBI-2363745|uniprotkb:Q6UXZ9|ensembl:ENSP00000311184.4	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	pubmed:21054789|mint:MINT-8044119|mint:fj-10-0875.r1|doi:10.1111/j.1742-4658.2010.07909	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-8499532|mint:MINT-8044372	uniprotkb:Q8TEU8	uniprotkb:P12643	intact:EBI-2363745|uniprotkb:Q6UXZ9|ensembl:ENSP00000311184.4	intact:EBI-1029262|ensembl:ENSP00000368104.3	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	pubmed:21054789|mint:MINT-8044119|mint:fj-10-0875.r1|doi:10.1111/j.1742-4658.2010.07909	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-8499504|mint:MINT-8044242	uniprotkb:P12644	uniprotkb:P36894	intact:EBI-1998134|uniprotkb:Q9UM80|ensembl:ENSP00000245451.4|ensembl:ENSP00000394165.1|ensembl:ENSP00000453485.1|ensembl:ENSP00000454134.1	intact:EBI-1029237|uniprotkb:Q8NEN8|uniprotkb:A8K6U9|ensembl:ENSP00000361107.2|ensembl:ENSP00000483569.2|ensembl:ENSP00000489707.1|ensembl:ENSP00000490273.1|ensembl:ENSP00000492290.1|ensembl:ENSP00000518974.1|ensembl:ENSP00000518977.1	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	pubmed:21054789|mint:MINT-8044119|mint:fj-10-0875.r1|doi:10.1111/j.1742-4658.2010.07909	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-8499544|mint:MINT-8044382	uniprotkb:P12645	uniprotkb:Q8TEU8	intact:EBI-8464990|intact:MINT-8044327|uniprotkb:Q4VAS5|intact:EBI-8499308|ensembl:ENSP00000282701.2	intact:EBI-2363745|uniprotkb:Q6UXZ9|ensembl:ENSP00000311184.4	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	pubmed:21054789|mint:MINT-8044119|mint:fj-10-0875.r1|doi:10.1111/j.1742-4658.2010.07909	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-8499574|mint:MINT-8044393	uniprotkb:P34820	uniprotkb:Q8TEU8	intact:EBI-1752660|uniprotkb:E7EMY8|uniprotkb:Q32NE5|uniprotkb:Q53ZM7|uniprotkb:Q9NUF0|ensembl:ENSP00000361915.3	intact:EBI-2363745|uniprotkb:Q6UXZ9|ensembl:ENSP00000311184.4	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	pubmed:21054789|mint:MINT-8044119|mint:fj-10-0875.r1|doi:10.1111/j.1742-4658.2010.07909	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-8499593|mint:MINT-8044787	uniprotkb:P37173	uniprotkb:P01137	intact:EBI-296151|uniprotkb:Q15580|uniprotkb:Q6DKT6|uniprotkb:Q99474|uniprotkb:B4DTV5|ensembl:ENSP00000295754.5	intact:EBI-779636|uniprotkb:Q9UCG4|uniprotkb:A8K792|ensembl:ENSP00000221930.4	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0107	pubmed:21054789|mint:MINT-8044119|mint:fj-10-0875.r1|doi:10.1111/j.1742-4658.2010.07909	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
intact:EBI-15890447|imex:IM-17134-3|dip:DIP-188119E	uniprotkb:O75689	uniprotkb:Q9NQT8	intact:EBI-714732|uniprotkb:F6XZ68|uniprotkb:B3KRZ4|uniprotkb:B4DVA6|uniprotkb:A4D2Q2|uniprotkb:H7C2Q4|ensembl:ENSP00000265846.5	intact:EBI-766408|uniprotkb:O75134|uniprotkb:Q9BYJ6|uniprotkb:F8VPJ2|uniprotkb:B4DGY5|uniprotkb:B5MC45|intact:EBI-11144050|ensembl:ENSP00000427900.1	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0114	pubmed:21057110|doi:10.1073/pnas.1009008107|imex:IM-17134	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0114""(x-ray crystallography)"	-	"psi-mi:""MI:0465""(DIP)"	false	candidate	auto_direct_candidate
intact:EBI-15890485|imex:IM-17134-5|dip:DIP-188119E	uniprotkb:O75689	uniprotkb:Q9NQT8	intact:EBI-714732|uniprotkb:F6XZ68|uniprotkb:B3KRZ4|uniprotkb:B4DVA6|uniprotkb:A4D2Q2|uniprotkb:H7C2Q4|ensembl:ENSP00000265846.5	intact:EBI-766408|uniprotkb:O75134|uniprotkb:Q9BYJ6|uniprotkb:F8VPJ2|uniprotkb:B4DGY5|uniprotkb:B5MC45|intact:EBI-11144050|ensembl:ENSP00000427900.1	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0065	pubmed:21057110|doi:10.1073/pnas.1009008107|imex:IM-17134	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0065""(isothermal titration calorimetry)"	-	"psi-mi:""MI:0465""(DIP)"	false	candidate	auto_direct_candidate
intact:EBI-15892021|imex:IM-15979-2|dip:DIP-70188E	uniprotkb:Q99816-1	uniprotkb:O14964	intact:EBI-15891993|ensembl:ENSP00000251968.3	intact:EBI-740220|uniprotkb:Q9NR36|ensembl:ENSP00000331201.4|ensembl:ENSP00000504106.1	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0114	pubmed:21070952|doi:10.1016/j.str.2010.08.010|imex:IM-15979	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0114""(x-ray crystallography)"	-	"psi-mi:""MI:0465""(DIP)"	false	candidate	auto_direct_candidate
intact:EBI-15892103|imex:IM-15979-5|dip:DIP-70188E	uniprotkb:Q99816-1	uniprotkb:O14964	intact:EBI-15891993|ensembl:ENSP00000251968.3	intact:EBI-740220|uniprotkb:Q9NR36|ensembl:ENSP00000331201.4|ensembl:ENSP00000504106.1	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0065	pubmed:21070952|doi:10.1016/j.str.2010.08.010|imex:IM-15979	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0065""(isothermal titration calorimetry)"	-	"psi-mi:""MI:0465""(DIP)"	false	candidate	auto_direct_candidate
intact:EBI-8512292|mint:MINT-24951	uniprotkb:P0CG04	uniprotkb:P01709	intact:EBI-1221063|uniprotkb:P80423|uniprotkb:A0M8Q4|uniprotkb:P01842|uniprotkb:A0A075B6K8	intact:EBI-8512271|intact:MINT-1504417|uniprotkb:A0A087WZW9|uniprotkb:P01710|ensembl:ENSP00000482937.2	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	MI:0407	MI:0114	pubmed:2108322|mint:MINT-5220177	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0114""(x-ray crystallography)"	-	"psi-mi:""MI:0471""(MINT)"	false	candidate	auto_direct_candidate
