source_database	source_version	evidence_role	source_record_id	raw_identifier_a	raw_identifier_b	endpoint_a_status	endpoint_b_status	reason
IntAct	2026-01-09	positive_evidence	intact:EBI-16106716|imex:IM-22703-3|dip:DIP-70838E	P04637	Q07817-1	accepted	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16106695|imex:IM-22703-2|dip:DIP-70838E	P04637	Q07817-1	accepted	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16106824|imex:IM-22703-8|dip:DIP-70838E	P04637	Q07817-1	accepted	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16106802|imex:IM-22703-7|dip:DIP-78755E	Q07817-1	P55957	isoform_specific_source_not_folded_to_canonical	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16106774|imex:IM-22703-6|dip:DIP-70838E	P04637	Q07817-1	accepted	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16107998|imex:IM-24683-7|dip:DIP-199451E	Q9UBF8-2	P62491	isoform_specific_source_not_folded_to_canonical	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16108022|imex:IM-24683-8|dip:DIP-199451E	Q9UBF8-2	P62491	isoform_specific_source_not_folded_to_canonical	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-9827043|imex:IM-23264-3	Q96PQ0	P01138-PRO_0000019599	accepted	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-9546405|imex:IM-22923-1	P15927	Q9NZC9	accepted	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-9546671|imex:IM-22923-18	Q9BVW5	P15927	unmapped_in_pinned_uniprot_release	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-9546424|imex:IM-22923-2	Q9NZC9	P15927	unmapped_in_pinned_uniprot_release	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-9546489|imex:IM-22923-7	Q9NZC9	P15927	unmapped_in_pinned_uniprot_release	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-9546608|imex:IM-22923-16	Q9BVW5	P15927	unmapped_in_pinned_uniprot_release	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-9546515|imex:IM-22923-9	Q9NZC9	P15927	unmapped_in_pinned_uniprot_release	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-9546441|imex:IM-22923-3	Q9NZC9	P15927	unmapped_in_pinned_uniprot_release	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-9546476|imex:IM-22923-6	P15927	Q9NZC9	accepted	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-9546463|imex:IM-22923-5	Q9NZC9	P15927	unmapped_in_pinned_uniprot_release	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-9546593|imex:IM-22923-15	P15927	Q9BVW5	accepted	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-9546452|imex:IM-22923-4	P15927	Q9NZC9	accepted	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-9546528|imex:IM-22923-10	P15927	Q9NZC9	accepted	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-9546502|imex:IM-22923-8	Q9NZC9	P15927	unmapped_in_pinned_uniprot_release	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-9546541|imex:IM-22923-11	P15927	Q9NZC9	accepted	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16109808|imex:IM-23113-1|dip:DIP-197144E	Q5JRX3-1	P05067-PRO_0000000093	isoform_specific_source_not_folded_to_canonical	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16110469|imex:IM-23114-2|dip:DIP-190429E	Q08209-1	O95644	isoform_specific_source_not_folded_to_canonical	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16110490|imex:IM-23114-3|dip:DIP-190429E	Q08209-1	O95644	isoform_specific_source_not_folded_to_canonical	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16110511|imex:IM-23114-4|dip:DIP-197145E	Q08209-1	Q13469	isoform_specific_source_not_folded_to_canonical	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16110555|imex:IM-23114-6|dip:DIP-190429E	Q08209-1	O95644	isoform_specific_source_not_folded_to_canonical	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16110534|imex:IM-23114-5|dip:DIP-197145E	Q08209-1	Q13469	isoform_specific_source_not_folded_to_canonical	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16111891|imex:IM-24423-3|dip:DIP-199090E	Q8TEP8-3	O00444	isoform_specific_source_not_folded_to_canonical	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16112144|imex:IM-24423-13|dip:DIP-188232E	O00444	O94986-3	accepted	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16112341|imex:IM-24423-21|dip:DIP-199090E	Q8TEP8-3	O00444	isoform_specific_source_not_folded_to_canonical	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16112493|imex:IM-24423-27|dip:DIP-188232E	O00444	O94986-3	accepted	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16112987|imex:IM-24424-18|dip:DIP-199096E	Q96P16-1	Q8IXW5	isoform_specific_source_not_folded_to_canonical	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16113025|imex:IM-24424-20|dip:DIP-199097E	Q8IXW5	Q9NQG5	accepted	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-9663264|imex:IM-23072-4	Q9H8V3	Q9H0H5	unmapped_in_pinned_uniprot_release	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-9663232|imex:IM-23072-2	Q9H8V3	Q9H0H5	unmapped_in_pinned_uniprot_release	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-9663315|imex:IM-23072-7	Q9H8V3	Q9H0H5	unmapped_in_pinned_uniprot_release	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-9663099|imex:IM-23072-1	Q9H8V3	Q9H0H5	unmapped_in_pinned_uniprot_release	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-9663279|imex:IM-23072-5	Q9H8V3	Q9H0H5	unmapped_in_pinned_uniprot_release	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-9663248|imex:IM-23072-3	Q9H8V3	Q9H0H5	unmapped_in_pinned_uniprot_release	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-9663296|imex:IM-23072-6	Q9H8V3	Q9H0H5	unmapped_in_pinned_uniprot_release	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-12739796|wwpdb:4gfu|imex:IM-25721-5	Q99952	P04626	unmapped_in_pinned_uniprot_release	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-12739884|wwpdb:4gfv|imex:IM-25721-6	Q99952	P04626	unmapped_in_pinned_uniprot_release	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-12739975|wwpdb:4NND|imex:IM-25721-7	Q99952	P04626	unmapped_in_pinned_uniprot_release	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16115800|imex:IM-23117-3|dip:DIP-4223E	O43557-1	O95407	isoform_specific_source_not_folded_to_canonical	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-26364631|imex:IM-28402-21	Q9H1K0	P51148	unmapped_in_pinned_uniprot_release	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-12736988|imex:IM-25610-9	Q9Y6E2	P20042	unmapped_in_pinned_uniprot_release	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-12737026|imex:IM-25610-11	Q9Y6E2	P20042	unmapped_in_pinned_uniprot_release	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16247652|imex:IM-23365-4|dip:DIP-63984E	P69905	Q9NZD4	accepted	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-9822344|imex:IM-23184-1	Q9BW27	P41597-2	unmapped_in_pinned_uniprot_release	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-9822380|imex:IM-23184-2	Q9BW27	P41597-2	unmapped_in_pinned_uniprot_release	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-9822390|imex:IM-23184-3	Q9BW27	P41597-2	unmapped_in_pinned_uniprot_release	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16030767|imex:IM-26133-5	O14931-2	P17931	isoform_specific_source_not_folded_to_canonical	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-30857596|imex:IM-29450-23	Q86U28	Q9BUE6	accepted	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-30857606|imex:IM-29450-13	Q86U28	Q9BUE6	accepted	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16126683|imex:IM-24312-5|dip:DIP-198852E	Q9Y6K1	Q9UJW3-1	unmapped_in_pinned_uniprot_release	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16127388|imex:IM-24420-1|dip:DIP-199084E	Q13490-1	P61077-1	isoform_specific_source_not_folded_to_canonical	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-25396627|imex:IM-27639-1	Q99523	P05231	unmapped_in_pinned_uniprot_release	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-25396654|imex:IM-27639-7	Q99523	Q99523-PRO_0000033162	unmapped_in_pinned_uniprot_release	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16127891|imex:IM-24421-8|dip:DIP-199088E	Q9H0F7-1	Q8NFJ9	isoform_specific_source_not_folded_to_canonical	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16129038|imex:IM-24649-1|dip:DIP-199375E	Q96B02-1	P52434	isoform_specific_source_not_folded_to_canonical	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16129945|imex:IM-24079-6|dip:DIP-198462E	P46934-4	Q9HAU4	isoform_specific_source_not_folded_to_canonical	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16130342|imex:IM-24082-1|dip:DIP-10393E	P51671	P51677-1	accepted	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16130575|imex:IM-24086-7|dip:DIP-192674E	Q9C005	Q9UBL3-3	unmapped_in_pinned_uniprot_release	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16130842|imex:IM-24090-1|dip:DIP-198480E	Q9P126-1	Q86YL7	isoform_specific_source_not_folded_to_canonical	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16130886|imex:IM-24090-3|dip:DIP-198480E	Q9P126-1	Q86YL7	isoform_specific_source_not_folded_to_canonical	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-21987508|pdbe:4WJ7|imex:IM-27267-7	O00522	Q9BSQ5	accepted	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-21988615|imex:IM-27267-11	O00522	Q9BSQ5	accepted	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-21988641|imex:IM-27267-13	O00522	Q9BSQ5	accepted	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-15487327|imex:IM-25824-2	P01137-PRO_0000033762	P11464	unmapped_in_pinned_uniprot_release	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-15487353|imex:IM-25824-4	P01137-PRO_0000033762	P11464	unmapped_in_pinned_uniprot_release	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16138171|imex:IM-24197-2|dip:DIP-40135E	Q12888-1	P04637	isoform_specific_source_not_folded_to_canonical	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16138218|imex:IM-24197-4|dip:DIP-40135E	Q12888-1	P04637	isoform_specific_source_not_folded_to_canonical	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16138242|imex:IM-24197-5|dip:DIP-40135E	Q12888-1	P04637	isoform_specific_source_not_folded_to_canonical	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16138381|imex:IM-24197-10|dip:DIP-40135E	Q12888-1	P04637	isoform_specific_source_not_folded_to_canonical	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16138514|imex:IM-24197-15|dip:DIP-40135E	Q12888-1	P04637	isoform_specific_source_not_folded_to_canonical	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16140312|imex:IM-24203-1|dip:DIP-198729E	Q86UY6-1	P62805	isoform_specific_source_not_folded_to_canonical	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-28964177|wwpdb:4N6O|imex:IM-29408-1	Q99538-PRO_0000026502	Q15828-PRO_0000006648	unmapped_in_pinned_uniprot_release	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-28964252|wwpdb:4N6N|imex:IM-29408-3	Q99538-PRO_0000026502	Q15828-PRO_0000006648	unmapped_in_pinned_uniprot_release	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16141204|imex:IM-24435-1|dip:DIP-199127E	Q92673	P05067-PRO_0000000093	accepted	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16141245|imex:IM-24435-3|dip:DIP-199127E	Q92673	P05067-PRO_0000000093	accepted	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16141224|imex:IM-24435-2|dip:DIP-199127E	Q92673	P05067-PRO_0000000093	accepted	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16141376|imex:IM-24206-1|dip:DIP-40135E	Q12888-1	P04637	isoform_specific_source_not_folded_to_canonical	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16141507|imex:IM-24206-5|dip:DIP-40135E	Q12888-1	P04637	isoform_specific_source_not_folded_to_canonical	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16141532|imex:IM-24206-6|dip:DIP-73007E	Q12888-1	P62805	isoform_specific_source_not_folded_to_canonical	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-52222548|imex:IM-29985-51	Q86V97	Q9H492	accepted	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-52222555|imex:IM-29985-53	Q86V97	Q9GZQ8	accepted	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-52222562|imex:IM-29985-55	Q86V97	Q9BXW4	accepted	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-52222576|imex:IM-29985-59	Q86V97	Q9H0R8	accepted	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-52222590|imex:IM-29985-63	Q8WVZ9	Q9H492	accepted	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-52222597|imex:IM-29985-65	Q8WVZ9	Q9GZQ8	accepted	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-52222604|imex:IM-29985-67	Q8WVZ9	Q9BXW4	accepted	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-52222618|imex:IM-29985-71	Q8WVZ9	Q9H0R8	accepted	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-52222639|imex:IM-29985-75	Q86V97	Q9GZQ8	accepted	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-52222648|imex:IM-29985-77	Q86V97	Q9H0R8	accepted	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16143585|imex:IM-24214-1|dip:DIP-88989E	P11142-1	Q9UNE7-1	isoform_specific_source_not_folded_to_canonical	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16143611|imex:IM-24214-2|dip:DIP-88989E	P11142-1	Q9UNE7-1	isoform_specific_source_not_folded_to_canonical	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16143633|imex:IM-24214-3|dip:DIP-88989E	P11142-1	Q9UNE7-1	isoform_specific_source_not_folded_to_canonical	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16143817|imex:IM-24437-8|dip:DIP-199137E	P05067-PRO_0000000092	P11686-1	unmapped_in_pinned_uniprot_release	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16146671|imex:IM-24219-1|dip:DIP-198745E	P42566-1	P26045	isoform_specific_source_not_folded_to_canonical	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16146740|imex:IM-24219-4|dip:DIP-198745E	P26045	P42566-1	accepted	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16147060|imex:IM-24406-1|dip:DIP-199048E	Q6P988	P51654-1	accepted	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-26656777|imex:IM-28747-7	Q9H0W5	Q9H9E1	unmapped_in_pinned_uniprot_release	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-26656812|wwpdb:4LG6|imex:IM-28747-9	Q9H0W5	Q9H9E1	unmapped_in_pinned_uniprot_release	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-17168690|imex:IM-26345-2	Q9UBB5	Q86YP4	unmapped_in_pinned_uniprot_release	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16150943|imex:IM-24223-7|dip:DIP-198758E	Q8IYB4-6	Q9Y3Q4	isoform_specific_source_not_folded_to_canonical	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16152426|imex:IM-24595-2|dip:DIP-199279E	P21333	P08514-1	accepted	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16152524|imex:IM-24595-6|dip:DIP-742E	P05106	P08514-1	accepted	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16152495|imex:IM-24595-5|dip:DIP-199279E	P21333	P08514-1	accepted	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-21015146|imex:IM-27048-3|wwpdb:4w4o	P01857-1	P12314	isoform_specific_source_not_folded_to_canonical	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-21015165|imex:IM-27048-5	P01857-1	P12314	isoform_specific_source_not_folded_to_canonical	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16155401|imex:IM-24599-1|dip:DIP-199290E	Q96B86-1	P12643	isoform_specific_source_not_folded_to_canonical	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16155552|imex:IM-24599-6|dip:DIP-199291E	P12643	Q6ZVN8-1	accepted	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16155683|imex:IM-24599-12|dip:DIP-10672E	P12643	P27037-1	accepted	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16155639|imex:IM-24599-10|dip:DIP-199290E	Q96B86-1	P12643	isoform_specific_source_not_folded_to_canonical	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16155816|imex:IM-24599-18|dip:DIP-199291E	P12643	Q6ZVN8-1	accepted	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16156544|imex:IM-24550-1|dip:DIP-57022E	Q9UBU8-2	Q9NV56	isoform_specific_source_not_folded_to_canonical	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16156620|imex:IM-24550-4|dip:DIP-57022E	Q9UBU8-2	Q9NV56	isoform_specific_source_not_folded_to_canonical	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16156662|imex:IM-24550-6|dip:DIP-57022E	Q9UBU8-2	Q9NV56	isoform_specific_source_not_folded_to_canonical	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16156641|imex:IM-24550-5|dip:DIP-188877E	Q9UBU8-2	Q86YC2	isoform_specific_source_not_folded_to_canonical	accepted	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16157858|imex:IM-24552-4|dip:DIP-199174E	Q9BSQ5-1	Q99759	isoform_specific_source_not_folded_to_canonical	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16157824|imex:IM-24552-3|dip:DIP-199174E	Q9BSQ5-1	Q99759	isoform_specific_source_not_folded_to_canonical	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16157778|imex:IM-24552-1|dip:DIP-199174E	Q9BSQ5-1	Q99759	isoform_specific_source_not_folded_to_canonical	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-64048902|imex:IM-30320-17	Q7Z2Z2	Q9Y3A5	accepted	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-10903275|imex:IM-24345-11	Q16611	Q07820-1	accepted	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-67126102|imex:IM-28802-10	P31947	P10636-8	accepted	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-67126112|imex:IM-28802-12	P31947	P10636-8	accepted	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-26874079|imex:IM-28802-1	P31947	P10636-8	accepted	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-26874103|wwpdb:5BTV|imex:IM-28802-3	P31947	P10636-8	accepted	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-11474540|imex:IM-24874-1	Q13133	Q9Y618	accepted	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-11358478|imex:IM-24865-1	O60880	Q9HBG7	accepted	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-11358495|imex:IM-24865-2	Q92835	Q9HBG7	accepted	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-11358517|imex:IM-24865-3	O60880	Q9BZW8	accepted	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-11358534|imex:IM-24865-4	Q92835	Q9BZW8	accepted	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16166785|imex:IM-24948-1|dip:DIP-199970E	Q9NZU0	Q9HAR2	unmapped_in_pinned_uniprot_release	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16166850|imex:IM-24948-4|dip:DIP-199970E	Q9NZU0	Q9HAR2	unmapped_in_pinned_uniprot_release	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16166807|imex:IM-24948-2|dip:DIP-199970E	Q9NZU0	Q9HAR2	unmapped_in_pinned_uniprot_release	unmapped_in_pinned_uniprot_release	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16169490|imex:IM-24765-1|dip:DIP-191693E	P62491	Q96QF0-2	accepted	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16169785|imex:IM-24765-13|dip:DIP-191693E	P62491	Q96QF0-2	accepted	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-11479333|imex:IM-24965-3	P21802	P09038-2	accepted	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16170245|imex:IM-24954-1|dip:DIP-71602E	P32780	Q01831-1	accepted	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16170306|imex:IM-24954-3|dip:DIP-71602E	P32780	Q01831-1	accepted	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
IntAct	2026-01-09	positive_evidence	intact:EBI-16170285|imex:IM-24954-2|dip:DIP-71602E	P32780	Q01831-1	accepted	isoform_specific_source_not_folded_to_canonical	unresolved_endpoint
